EPID,PartNumber
115401996,192608324637
115351529,382527308132
115367228,192608324828
115408058,192608324039
115348413,192608324298
115318715,192608324502
174118485,382527308049
115388853,192608324727
115370747,192608324795
115406178,192608324033
115339377,382527307840
115333332,382527307945
110228817,382527308067
110390833,382527308124
110296381,382527308169
110293312,192608324038
110357390,382527307856
115261814,382527307968
115361416,382527308051
115268434,192608324737
115394709,173429275626
115386318,382527307761
115290894,173429275043
115405888,382527307972
115314084,173429275408
110273899,382527308122
110292008,173429275632
110349170,173429274782
110119430,173429275046
110087195,382527307966
115384393,192608324625
169196639,382527308113
115370447,173429275616
115322589,173429274817
115461938,192608324361
115350700,173429275288
115350716,192608324661
115323515,192608324748
115409108,173429275636
115313214,382527307773
169488176,173429275080
115361904,192608324525
115319617,192608324657
115317912,192608324747
115351836,173429275651
115424007,173429274875
115395290,382527307904
115259944,382527307986
115317451,192608324663
115466828,192608324753
115269901,192608324816
115359083,192608324139
115304032,173429275135
115381507,382527307984
115344245,382527308071
169089887,173429275527
115300435,192608324811
115326962,192608324137
115366647,173429275105
115305149,173429275275
110405768,192608324659
110208012,382527308123
110280343,382527308171
110044475,173429274881
110363444,382527307903
110226292,382527307985
110415043,382527308064
112682940,382527308125
110153950,173429275653
110169854,382527307781
110039932,192608324386
110361378,173429275302
110357383,192608324676
110160429,192608324771
110257237,173429275673
110236070,173429274871
110085309,173429275119
110022596,173429275296
112752372,173429275452
110392480,192608324754
110260146,173429275662
110299097,173429274869
112552645,173429275132
110370228,173429275295
110290247,173429275455
112918550,192608324757
110153880,382527308176
110057544,382527307784
110117553,382527307901
110097545,192608324550
110311655,192608324670
110417550,382527308128
110351235,192608324821
110426757,192608324136
110314254,382527307898
110216580,192608324546
110063543,382527308074
110039511,192608324756
110258900,192608324815
110216820,173429274880
110117733,192608324373
110283089,382527307989
110044761,382527308085
110029571,192608324764
110439210,382527308184
110417570,173429274882
110134029,382527307907
110396646,382527307995
110266933,192608324684
110395292,173429275561
112697342,192608324827
115091399,382527307782
115349940,173429275147
115287884,192608324586
214848807,382527308096
210182585,173429275572
210178572,173429275674
115343762,173429274866
114993876,382527307894
115305872,192608324527
191992074,192608324649
115052739,173429275533
191732554,173429275631
115364766,173429274879
115361553,173429275115
115378057,173429275297
227441550,382527308086
115032551,382527308140
115342126,192608324826
115333409,192608324134
115344689,382527307896
115313642,382527307988
