EPID,PartNumber
235844131,14869
227541985,15167
228103803,19184
227405744,19185
191992074,51006
191732554,51009
191364258,51205
187816962,51206
235777147,52428
235762671,52429
169036643,55300
79368325,60011
169524111,93506
169595145,93516
168834653,94007
227405694,95509
205003220,332004
205566927,332005
204556947,332006
206084730,332008
206102138,332013
205990461,332014
204418629,332016
206063547,332019
206058042,332024
205026218,332025
206061176,332026
206000195,332034
204359057,332037
206364611,332099
204735774,332105
205371861,332106
210274025,332121
206068713,332138
206042229,332148
204874801,332229
204794446,332242
204511118,332251
204504866,332252
206022412,332260
206057366,332264
206140788,332274
204380225,332303
204454049,332304
204585378,332305
205114534,332306
204285901,332346
204426753,332347
204413530,332351
205231223,332357
206079557,332367
205410772,332402
204874741,332407
206023615,332408
204393914,332423
205099920,332425
206009055,332429
204432889,332430
206074087,332431
204565654,332432
204854440,332433
204422086,332440
204445388,332441
206058734,332445
204404846,332447
205974441,332449
204529618,332458
204947636,332467
204378067,332470
206027882,332478
205196652,332479
206080910,332483
204413813,332491
204366909,332494
206072727,332498
205218833,332511
204540443,332551
204386799,332552
206488703,332553
206447584,332558
206435139,332559
210368806,332605
206045426,332616
204737786,332623
205293803,332625
205078906,332633
204942284,332634
205565592,332635
205082547,332650
205192268,332652
204407374,332655
205491371,332656
205068614,332657
206423645,332684
205500701,332685
205645358,332691
204677552,332692
204821999,332693
206067946,332696
206030784,332712
204867061,332756
205015670,332757
204480991,332760
205114793,332766
204888848,332767
218997750,332785
214809479,332794
204842941,332812
210391749,332818
210485943,332819
206473750,332877
206057097,332886
205112101,332888
205564374,332898
205065833,332917
204362377,332945
206061080,332946
206034596,332949
206043879,332962
204370927,332967
205950651,332975
192071357,333002
192048831,333005
193377281,333007
191066340,333104
193278568,333105
192798682,333106
191847043,333198
191515315,333203
192680412,333206
191475252,333221
190796611,333388
191700272,333476
191506807,333477
192124598,333576
191602730,333823
193127485,333868
193735539,334004
192039106,334005
192814745,334006
191296897,334015
192785926,334016
191508910,334026
189969831,334106
191384530,334238
191639619,334246
191723118,334289
190434844,334301
192313360,334304
191319905,334307
191995632,334311
192513971,334314
191494974,334477
192681520,334652
191662029,334760
192778179,337002
192472687,337005
191876731,337014
228034228,337074
192714574,337085
191925481,337103
192852569,337105
190837421,337204
190056956,337205
192727971,337240
191732427,337254
191791273,337276
192798233,337297
191842633,337301
192891125,337303
192410093,337305
191338200,337306
192924196,337360
191813760,337384
191717623,337487
192009618,337654
192208009,337664
190249666,337690
190243729,337801
187894150,337802
192432902,337860
192365629,337868
193419879,337869
191867397,337870
191803398,337871
191784086,337876
193605139,338004
192888965,338005
191889258,338008
192171364,338014
191927755,338015
191985972,338025
190074929,338037
191855333,338075
192717819,338104
190792308,338105
190719137,338134
192164872,338135
190821068,338235
190209851,338243
192168766,338248
193537564,338326
192217512,338350
191783667,338362
191655771,338363
190896036,338395
193616652,338650
191872393,338651
193723761,338677
193380566,338680
191792383,338682
192162592,338688
191511993,338689
187966124,338693
190623258,338705
192286039,338769
192887087,338862
192758803,338864
191897400,338865
192531213,338874
191855508,338886
190603023,338888
191981856,338890
191178792,339418
233932590,352210
230418884,352409
236058982,352649
235862910,352800
235357501,357204
236381160,357801
191684665,408006
192564995,408034
191732674,408055
192805650,408064
218556908,418004
218481354,418006
218480865,418034
218502827,418035
218907060,418054
218468086,418055
230278678,440004
227470625,440005
227561905,440006
230498669,440054
228120555,440105
235940849,440106
191621245,441004
192815853,441005
192635754,441006
191935954,441007
204720343,441010
204608893,441012
206100043,441016
206135488,441017
205609803,441019
204717665,441020
205095105,441024
206046287,441027
206027542,441028
204289231,441030
204437191,441031
204451294,441034
190851933,441036
204460978,441041
206417192,441042
204766993,441043
204768145,441057
227024910,441060
206007715,441064
206072274,441070
206114458,441074
205193884,441075
206050065,441077
204476130,441095
204440668,441096
193473143,441101
190925738,441103
191614463,441104
191623067,441105
190100309,441108
192137158,441112
192655154,441113
188132992,441114
193512462,441116
192265094,441117
192717820,441118
188075001,441119
191956547,441120
205972501,441124
205254972,441125
192009703,441126
204416980,441137
192084300,441174
191636480,441175
204370989,441204
205343711,441205
205572147,441234
205110902,441235
190715199,441304
187815362,441305
191496418,441334
206060325,441335
192854398,441345
205992121,441356
192778698,441405
190651829,441410
193536579,441412
192955256,441413
192143930,441417
191973501,441672
192648447,441700
193689311,441704
193556379,441705
188157727,441769
191463859,441771
191775827,441886
192535810,444007
206007365,444019
204405647,444021
204606217,444022
192445147,444023
205522515,444027
205170829,444030
192030450,444033
206079603,444049
206419464,444052
205060357,444056
206518928,444058
204775063,444060
204381285,444063
204548157,444064
205145528,444066
205071762,444067
192473246,444075
