EPID,PartNumber,,,
112815502,49184,,,
112815762,50225,,,
112823593,49038,,,
112823603,23869,,,
112826487,49153,,,
112827939,49850,,,
112828850,93234,,,
112829813,23812,,,
112830133,49593,,,
112830363,49400,,,
112832520,49458,,,
112832730,93323,,,
112837968,49432,,,
112838135,49085,,,
112840849,49000,,,
112840952,49699,,,
112843844,23394,,,
112848376,23354,,,
112848496,95473,,,
112849306,49623,,,
112853124,93688,,,
112853830,49185,,,
112854568,23881,,,
112859582,49884,,,
112860361,93431,,,
112860735,23457,,,
112861085,49353,,,
112862696,49839,,,
112865685,49442,,,
112867313,49333,,,
112867370,49326,,,
112869660,49514,,,
112869742,49768,,,
112869762,23704,,,
112870539,49578,,,
112872461,23132,,,
112873111,22916,,,
112873256,93678,,,
112873504,49554,,,
112878740,49160,,,
112879479,93225,,,
112886959,93292,,,
112889821,23685,,,
112890587,23356,,,
112893477,50203,,,
112893987,22760,,,
112894098,49473,,,
112894227,93127,,,
112894317,49422,,,
112895013,93681,,,
112896115,93177,,,
112897395,23866,,,
112898295,49321,,,
112901207,49114,,,
112901258,49447,,,
112901737,49310,,,
112903024,49547,,,
112903034,23863,,,
112903057,93396,,,
112906388,50221,,,
112908417,49196,,,
112910053,49200,,,
112910473,27401,,,
112915187,23531,,,
112915605,49109,,,
112918280,50209,,,
112918550,50844,,,
112921483,23171,,,
112922157,23799,,,
112924210,49202,,,
112926150,49111,,,
112926290,22758,,,
112926430,49311,,,
112945237,49896,,,
112947248,23496,,,
112947358,23453,,,
112948718,23407,,,
112954417,49472,,,
112955610,49716,,,
112962087,49999,,,
112970933,93276,,,
112971013,49113,,,
112971273,49309,,,
112994823,49266,,,
112997648,93999,,,
114870524,23085,,,
114871711,49536,,,
114872881,51634,,,
114874321,49054,,,
114875154,49043,,,
114897901,51733,,,
114899114,51158,,,
114904462,23112,,,
114906411,51401,,,
114907432,23708,,,
114909075,51871,,,
114917476,23200,,,
114928185,23173,,,
114936311,51977,,,
114936597,49079,,,
114937887,23010,,,
114938177,23282,,,
114938447,49712,,,
114949370,51244,,,
114949390,23058,,,
114949470,51980,,,
114951704,51951,,,
114952916,23011,,,
114954065,23052,,,
114954672,49026,,,
114956391,23211,,,
114956515,23195,,,
114962457,23015,,,
114962954,51855,,,
114963703,49749,,,
114965731,49106,,,
114968324,49752,,,
114974559,49834,,,
114974641,23526,,,
114975201,23005,,,
114976380,49010,,,
114976860,23002,,,
114978327,23004,,,
114978881,23204,,,
114980211,23043,,,
114981988,23083,,,
114982613,51920,,,
114984997,23322,,,
114991003,49754,,,
114991993,49030,,,
114992494,51316,,,
114994319,51910,,,
114997581,51685,,,
114997888,51955,,,
115000095,51589,,,
115001870,51786,,,
115005089,51886,,,
115005828,51894,,,
115010553,23007,,,
115014488,49837,,,
115014905,51202,,,
115016120,51201,,,
115016220,23098,,,
115016974,23006,,,
115017942,23194,,,
115022922,51615,,,
115022972,23334,,,
115024668,49070,,,
115024784,23306,,,
115025560,49811,,,
115025906,51387,,,
115027149,49099,,,
115032012,51349,,,
115034716,51280,,,
115036821,49812,,,
115039375,51455,,,
115040012,49074,,,
115040207,51964,,,
115041481,51262,,,
115041621,23000,,,
115042362,51851,,,
115045299,51500,,,
115045572,50275,,,
115046255,51970,,,
115046811,23009,,,
115050132,51998,,,
115053945,23209,,,
115061347,50274,,,
115063156,23060,,,
115067778,23199,,,
115068615,51711,,,
115069078,51081,,,
115069490,23121,,,
115070177,23303,,,
115070436,23549,,,
115074126,51650,,,
115076847,51981,,,
115078649,50273,,,
115084243,51950,,,
115086414,49844,,,
115087692,23309,,,
115088147,49022,,,
115088546,23012,,,
115091055,23097,,,
115091349,49753,,,
115091399,50905,,,
115091554,23067,,,
115094246,23703,,,
115097168,23719,,,
115097508,51917,,,
115100832,51801,,,
115117485,49832,,,
115118318,51187,,,
115126863,23178,,,
115129099,23030,,,
115131480,23281,,,
115132069,39223,,,
115139653,49833,,,
115147043,23179,,,
115155487,51125,,,
115159258,23084,,,
115160907,23660,,,
115175288,23718,,,
115187508,49035,,,
115188803,51990,,,
115188873,51874,,,
115198338,23168,,,
115253281,24061,,,
115254721,24461,,,
115255451,51466,,,
115256121,24048,,,
115256984,51371,,,
115258094,24320,,,
115258171,51890,,,
115258944,51340,,,
115259404,50451,,,
115259944,50760,,,
115260211,51197,,,
115260374,24490,,,
115260641,24851,,,
115260881,51328,,,
115261814,50610,,,
115262104,50330,,,
115262141,24467,,,
115264344,51994,,,
115265011,50287,,,
115265384,24072,,,
115265794,51077,,,
115265944,50298,,,
115267061,51267,,,
115267824,24075,,,
115268281,50290,,,
115268434,50617,,,
115268454,51601,,,
115269901,50770,,,
115270431,24521,,,
115270881,51844,,,
115271821,24111,,,
115271911,51171,,,
115272191,24535,,,
115273061,24026,,,
115275231,51168,,,
115277814,51789,,,
115278491,51250,,,
115279514,51140,,,
115280111,51528,,,
115280901,24501,,,
115281124,51526,,,
115281264,24990,,,
115285954,51646,,,
115286614,51697,,,
115286761,51903,,,
115287884,50910,,,
115288211,24098,,,
115288771,51841,,,
115289702,51131,,,
115290141,50323,,,
115290172,51078,,,
115290802,51113,,,
115290894,50651,,,
115291901,51734,,,
115292025,24168,,,
115292394,50431,,,
115292514,24420,,,
115293091,51440,,,
115293112,51237,,,
115294492,51188,,,
115294984,51587,,,
115295084,51213,,,
115295644,24110,,,
115295782,51372,,,
115295844,51819,,,
115295931,51460,,,
115296271,51804,,,
115296491,24177,,,
115298574,51191,,,
115298825,51072,,,
115299085,24381,,,
115300325,51664,,,
115300429,24536,,,
115300435,50796,,,
115301099,24317,,,
115301102,51138,,,
115301481,24193,,,
115301501,51472,,,
115301519,51393,,,
115301715,51572,,,
115301862,24084,,,
115302301,50309,,,
115302496,51199,,,
115302624,24950,,,
115302645,24893,,,
115302726,24438,,,
115303852,51412,,,
115303919,24227,,,
115304032,50785,,,
115304301,24427,,,
115305149,50799,,,
115305502,24042,,,
115305734,49935,,,
115305986,51887,,,
115306136,24880,,,
115306554,51753,,,
115306564,51127,,,
115306656,24049,,,
115307262,24022,,,
115307329,51445,,,
115308329,51108,,,
115308414,24407,,,
115308541,24198,,,
115308559,51895,,,
115308829,24187,,,
115309089,51991,,,
115309191,24137,,,
115309314,24183,,,
115309929,51709,,,
115310195,24170,,,
115310629,51193,,,
115311022,51532,,,
115311324,51260,,,
115312159,51333,,,
115312254,24767,,,
115312336,51512,,,
115312594,50120,,,
115312662,51452,,,
115312795,51451,,,
115313032,51149,,,
115313214,50721,,,
115313455,51274,,,
115313634,51739,,,
115313642,51058,,,
115313771,24978,,,
115313919,51433,,,
115314079,51972,,,
115314084,50664,,,
115314285,51788,,,
115314301,24230,,,
115314952,50430,,,
115315942,24441,,,
115316791,51610,,,
115317074,50160,,,
115317376,51888,,,
115317451,50761,,,
115317584,51868,,,
115317725,24397,,,
115317851,24314,,,
115317912,50741,,,
115318049,24321,,,
115318176,51160,,,
115318292,51458,,,
115318475,51845,,,
115318715,50510,,,
115318729,24045,,,
115318817,50138,,,
115319092,24980,,,
115319215,51699,,,
115319556,24081,,,
115319617,50740,,,
115319814,51422,,,
115320355,49735,,,
115320824,51830,,,
115320857,24086,,,
115320944,24150,,,
115320986,24977,,,
115321386,51744,,,
115321514,51089,,,
115321632,51934,,,
115321675,51762,,,
115322022,50200,,,
115322589,50690,,,
115322672,51892,,,
115323389,50381,,,
115323469,51644,,,
115323515,50715,,,
115323567,51128,,,
115323736,50340,,,
115324459,24405,,,
115324529,24140,,,
115324692,51692,,,
115325179,24481,,,
115325325,50429,,,
115325375,51814,,,
115325712,51746,,,
115326886,24071,,,
115326946,51155,,,
115326962,50797,,,
115327226,24437,,,
115328909,51167,,,
115329737,50391,,,
115329919,24460,,,
115330995,51161,,,
115331519,50445,,,
115331552,24090,,,
115331892,51881,,,
115332106,50416,,,
115332537,50390,,,
115332596,51287,,,
115333036,51381,,,
115333067,24094,,,
115333129,51301,,,
115333285,51240,,,
115333332,50598,,,
115333409,51053,,,
115333539,51957,,,
115333762,24468,,,
115334095,24041,,,
115334136,24157,,,
115334819,51183,,,
115335007,51373,,,
115335199,24487,,,
115335640,51571,,,
115335765,24417,,,
115336125,51313,,,
115336162,50407,,,
115336197,51297,,,
115336975,51953,,,
115337302,24213,,,
115337972,51586,,,
115338009,50415,,,
115339177,51891,,,
115339276,24036,,,
115339377,50575,,,
115340060,24131,,,
115340615,51861,,,
115340882,24338,,,
115341156,24580,,,
115341260,51180,,,
115341479,24178,,,
115341530,51397,,,
115341547,49738,,,
115342126,51052,,,
115342662,51133,,,
115342690,51749,,,
115343227,51961,,,
115343599,24025,,,
115343762,51000,,,
115343866,51975,,,
115344245,50793,,,
115344689,51057,,,
115345449,51281,,,
115345452,24428,,,
115345767,51947,,,
115346182,24491,,,
115346337,51151,,,
115346629,51570,,,
115346806,51091,,,
115347137,24581,,,
115347333,51118,,,
115347335,51465,,,
115347683,24473,,,
115348007,24089,,,
115348252,24117,,,
115348409,24440,,,
115348413,50500,,,
115348435,24360,,,
115348725,50176,,,
115349091,51848,,,
115349273,51181,,,
115349331,24130,,,
115349680,50317,,,
115349740,24065,,,
115349826,51821,,,
115349940,50909,,,
115350014,24541,,,
115350023,51416,,,
115350085,51090,,,
115350285,24471,,,
115350379,50288,,,
115350543,51098,,,
115350700,50708,,,
115350716,50709,,,
115350734,24066,,,
115350803,49298,,,
115350947,24095,,,
115350970,51544,,,
115351023,50400,,,
115351295,24930,,,
115351523,51394,,,
115351529,50480,,,
115351557,51441,,,
115351836,50750,,,
115351895,50408,,,
115351939,24587,,,
115352219,51166,,,
115352402,50137,,,
115352592,51738,,,
115352920,51173,,,
115352950,50402,,,
115353231,51097,,,
115353306,24979,,,
115353330,24118,,,
115353407,51153,,,
115353624,23188,,,
115353665,24500,,,
115353783,50350,,,
115354185,24190,,,
115354500,24380,,,
115354956,51962,,,
115355445,24540,,,
115355529,24035,,,
115355717,24931,,,
115355775,51398,,,
115355920,51503,,,
115356375,50360,,,
115356474,24151,,,
115356629,24510,,,
115356645,51619,,,
115356911,49034,,,
115356943,24083,,,
115357274,24059,,,
115357496,51536,,,
115357509,49297,,,
115357589,51137,,,
115357853,50297,,,
115358226,51652,,,
115359083,50781,,,
115359084,24021,,,
115359293,51427,,,
115359457,24401,,,
115359670,51178,,,
115359929,51251,,,
115360537,51943,,,
115360804,51392,,,
115360917,23013,,,
115361113,24060,,,
115361146,24411,,,
115361197,51060,,,
115361416,50616,,,
115361449,51308,,,
115361544,51537,,,
115361709,24050,,,
115361904,50730,,,
115362120,50465,,,
115362494,51070,,,
115362740,50291,,,
115362936,50433,,,
115363106,51906,,,
115363490,24511,,,
115363929,51988,,,
115363946,24497,,,
115364147,24046,,,
115364416,51581,,,
115364516,51200,,,
115364709,51329,,,
115364777,24171,,,
115364970,24044,,,
115365578,51540,,,
115365590,51217,,,
115365666,24015,,,
115365807,24078,,,
115365880,24469,,,
115366270,51453,,,
115366647,50798,,,
115366758,51944,,,
115367228,50487,,,
115367786,51558,,,
115368018,51878,,,
115368428,24850,,,
115368810,51706,,,
115369603,24512,,,
115369710,24082,,,
115370043,51912,,,
115370447,50687,,,
115370747,50531,,,
115371283,24113,,,
115372370,50450,,,
115372520,51687,,,
115372533,51399,,,
115373710,24894,,,
115374073,24898,,,
115374080,49051,,,
115374313,51092,,,
115374437,24318,,,
115374863,51487,,,
115374938,51870,,,
115375220,51277,,,
115376308,51787,,,
115376713,51715,,,
115377060,51495,,,
115377470,51869,,,
115378443,51973,,,
115378890,51143,,,
115379548,51379,,,
115379758,51792,,,
115380693,51695,,,
115380853,24028,,,
115380907,24016,,,
115381507,50791,,,
115382040,24163,,,
115382080,24998,,,
115383082,51120,,,
115383942,51823,,,
115384248,49736,,,
115384303,51327,,,
115384375,50460,,,
115384393,50675,,,
115384490,51642,,,
115384527,51489,,,
115385067,24421,,,
115385168,51937,,,
115385300,24074,,,
115385403,51146,,,
115385747,51071,,,
115386242,51583,,,
115386318,50646,,,
115387100,24069,,,
115387123,24398,,,
115387273,24123,,,
115388022,51492,,,
115388482,24458,,,
115388515,24158,,,
115388853,50525,,,
115389385,24052,,,
115389488,24571,,,
115389868,51061,,,
115390178,24410,,,
115390222,24430,,,
115390325,24073,,,
115390453,51238,,,
115391120,51737,,,
115391892,24228,,,
115391972,51867,,,
115392009,51085,,,
115392023,51732,,,
115392233,50401,,,
115392682,23174,,,
115392942,50170,,,
115393078,24085,,,
115393292,24008,,,
115394059,50185,,,
115394129,24076,,,
115394165,51112,,,
115394183,51318,,,
115394353,50380,,,
115394390,51388,,,
115394709,50620,,,
115394718,51727,,,
115394850,51323,,,
115395290,50757,,,
115395330,51614,,,
115395352,24520,,,
115395355,24311,,,
115395436,51227,,,
115395789,51872,,,
115395969,51832,,,
115396048,24457,,,
115396870,24197,,,
115396998,51597,,,
115397110,24007,,,
115397628,24570,,,
115398060,51473,,,
115399323,51088,,,
115399583,24097,,,
115401079,51992,,,
115401396,51396,,,
115401633,24760,,,
115401996,50467,,,
115402423,24096,,,
115402766,24120,,,
115403036,51101,,,
115403859,51347,,,
115403949,50110,,,
115404418,24627,,,
115404599,24057,,,
115404846,51628,,,
115405658,51259,,,
115405888,50655,,,
115406178,50550,,,
115406668,50421,,,
115407258,24080,,,
115408058,50494,,,
115408403,50180,,,
115409108,50720,,,
115409448,24003,,,
115409493,24463,,,
115410698,24221,,,
115410828,24507,,,
115412138,24064,,,
115412618,51679,,,
115412703,51278,,,
115413303,51116,,,
115413728,51130,,,
115416268,51817,,,
115417868,50441,,,
115418338,50440,,,
115418837,51103,,,
115420397,24313,,,
115423578,51820,,,
115424007,50756,,,
115424050,50175,,,
115424298,51122,,,
115424470,24328,,,
115424557,24431,,,
115424740,51839,,,
115427640,51668,,,
115428128,50335,,,
115428510,51504,,,
115429150,51314,,,
115429788,24040,,,
115430530,24191,,,
115431380,51996,,,
115431820,51735,,,
115433350,50434,,,
115440083,51849,,,
115443693,50466,,,
115443983,50420,,,
115444833,51501,,,
115446043,51190,,,
115446333,24429,,,
115448103,51822,,,
115448963,24470,,,
115449313,50150,,,
115449553,24062,,,
115451203,51428,,,
115451503,51123,,,
115453033,51082,,,
115458948,51062,,,
115459238,51463,,,
115460228,50139,,,
115461118,50370,,,
115461938,50695,,,
115462138,51110,,,
115462738,51858,,,
115464018,50318,,,
115465698,24498,,,
115466828,50764,,,
168678492,51938,,,
168682367,51641,,,
168685704,51771,,,
168706266,60512,,,
168721140,51368,,,
168726578,24971,,,
168729058,60511,,,
168738430,51680,,,
168740060,24991,,,
168743377,51228,,,
168765445,51843,,,
168783281,51768,,,
168795094,51321,,,
168830912,51893,,,
168833240,24148,,,
168883473,51703,,,
168894173,24827,,,
168909978,51722,,,
168913464,37204,,,
168927424,51691,,,
168957468,24748,,,
168971711,51907,,,
168998224,51640,,,
169009856,51963,,,
169027492,51772,,,
169039392,24128,,,
169045874,51763,,,
169058463,51923,,,
169065235,24992,,,
169068933,51350,,,
169073894,24121,,,
169075248,24147,,,
169076797,60521,,,
169087884,24740,,,
169089887,50795,,,
169098584,24741,,,
169115530,51833,,,
169148304,51198,,,
169154162,60501,,,
169190265,23738,,,
169192784,37877,,,
169196639,50677,,,
169203842,51913,,,
169212251,51883,,,
169214688,51707,,,
169234838,51770,,,
169235198,51933,,,
169235327,23504,,,
169242856,24141,,,
169247432,38326,,,
169251179,24710,,,
169252278,60502,,,
169277336,24133,,,
169283866,51751,,,
169334699,51741,,,
169335012,51847,,,
169350640,51637,,,
169352580,50769,,,
169365209,24770,,,
169374798,51743,,,
169390899,51698,,,
169394368,50468,,,
169399955,51898,,,
169401804,51710,,,
169403844,51681,,,
169409341,23089,,,
169411960,51767,,,
169416801,37297,,,
169427572,37205,,,
169433597,51827,,,
169442084,23187,,,
169442263,51810,,,
169448216,38395,,,
169455581,50383,,,
169461342,51911,,,
169462881,23687,,,
169473848,23210,,,
169480063,51808,,,
169488176,50723,,,
169489097,51677,,,
169489175,51231,,,
169496983,39626,,,
169500101,24143,,,
169501679,38286,,,
169510576,24127,,,
169532276,24997,,,
169537419,49005,,,
169572559,51877,,,
169581843,24963,,,
169614049,23034,,,
173879184,49063,,,
173931484,24293,,,
173952385,24287,,,
173967286,24333,,,
174003434,24367,,,
174013089,51824,,,
174035209,51508,,,
174069122,24144,,,
174105163,23661,,,
174118485,50521,,,
174128661,24169,,,
174161537,51310,,,
174182548,49006,,,
174209766,23073,,,
174209974,24358,,,
174233882,51220,,,
174234775,24161,,,
174258925,23540,,,
174271522,51429,,,
174285734,24363,,,
174316593,24327,,,
174356329,23028,,,
174361546,23082,,,
174374900,23709,,,
174384210,24361,,,
174403300,49056,,,
174413660,51288,,,
174420803,51311,,,
174598055,24307,,,
174624573,51863,,,
174647313,23016,,,
174657833,23555,,,
174668143,23781,,,
174677767,22952,,,
174687208,49921,,,
174696627,24323,,,
174714181,51477,,,
174729633,51418,,,
174729782,51377,,,
174740157,51850,,,
174743214,49062,,,
174854165,51860,,,
174875918,51454,,,
174882633,51448,,,
174905924,51218,,,
174914260,51221,,,
174923884,24341,,,
174935710,23213,,,
174942542,23207,,,
174956786,51949,,,
174965623,51496,,,
174974569,51370,,,
174978990,51483,,,
174994325,51317,,,
175056451,23181,,,
175107426,49009,,,
175160640,51342,,,
175169868,51701,,,
179069992,51593,,,
179176015,51408,,,
179187017,51207,,,
179207784,51391,,,
179217469,51603,,,
179227292,51403,,,
179251980,24403,,,
179256473,24393,,,
179307057,51577,,,
179322839,24373,,,
179350952,24886,,,
179409768,51337,,,
179511706,24377,,,
179571521,51547,,,
179587693,24232,,,
179653823,51502,,,
179685718,51548,,,
179698445,51390,,,
179723890,24383,,,
179730504,51617,,,
179758817,24350,,,
179832726,51413,,,
190087906,51358,,,
190088902,24298,,,
192154230,51361,,,
192168232,51338,,,
192301037,51351,,,
192366867,51378,,,
192451139,93416,,,
192659837,51148,,,
192756884,51407,,,
192940616,24371,,,
193030167,49920,,,
193106888,38362,,,
193208222,51510,,,
193317955,49608,,,
193442743,51348,,,
193615825,51578,,,
193708758,24388,,,
202805811,51457,,,
202808971,24315,,,
202817191,24243,,,
202832175,51782,,,
202841789,24125,,,
202856749,24275,,,
202857091,24106,,,
202857476,24334,,,
202869304,24374,,,
202871722,51784,,,
202891084,24355,,,
202902121,51119,,,
202904218,51275,,,
202907326,51402,,,
202910823,51152,,,
202913546,51539,,,
202921850,24256,,,
202922038,51519,,,
202923273,24132,,,
202923372,51414,,,
202926561,24354,,,
202926841,51124,,,
202927405,24389,,,
202932733,24240,,,
202947790,24344,,,
202949911,24119,,,
202955151,24185,,,
202962715,24241,,,
202969513,51253,,,
202977325,24335,,,
202978904,24365,,,
202979137,51529,,,
202979955,51761,,,
202984065,51854,,,
202989763,51375,,,
202989769,51438,,,
202989959,24356,,,
202990274,24112,,,
202995056,24156,,,
202995726,24364,,,
202997080,51129,,,
202998830,24375,,,
203000879,24116,,,
203000918,51464,,,
203009176,24124,,,
203017201,51086,,,
203018581,51799,,,
203019325,24122,,,
203020063,51156,,,
203022380,51257,,,
203022767,51595,,,
203023560,51154,,,
203024942,51094,,,
203034974,24379,,,
203036563,24186,,,
203037460,51437,,,
203039668,51660,,,
203040366,51419,,,
203046330,24166,,,
203052540,51095,,,
203068030,51374,,,
203072762,51332,,,
203080458,24142,,,
203081248,24184,,,
203085176,24172,,,
203086962,24212,,,
203090535,24214,,,
203090545,51965,,,
203092167,24139,,,
203093633,51248,,,
203101564,51084,,,
203103488,51966,,,
203112300,51099,,,
203116436,24194,,,
203121777,51115,,,
203132123,24229,,,
203190348,24155,,,
203204146,24299,,,
204445773,51979,,,
204449427,24272,,,
204471221,24235,,,
204529988,51266,,,
204530810,24266,,,
204918069,51426,,,
205026112,24234,,,
205062399,51649,,,
205098280,51499,,,
205112208,51648,,,
205115023,24349,,,
205148416,24369,,,
205197426,51522,,,
205228517,51579,,,
205231887,24426,,,
206000321,51582,,,
206073614,51592,,,
210125791,24414,,,
210161245,51524,,,
210174716,51673,,,
210178572,50913,,,
210182585,50912,,,
210194309,51666,,,
210205372,51712,,,
210207460,51726,,,
210213936,51269,,,
210222192,24233,,,
210224357,51686,,,
210225125,24276,,,
210232329,51264,,,
210239226,51584,,,
210240193,51717,,,
210249670,51479,,,
210251667,24423,,,
210251935,51696,,,
210259183,24265,,,
210266251,51534,,,
210271114,51645,,,
210273232,51585,,,
210284964,51683,,,
210327148,51265,,,
210329428,24176,,,
210331357,51627,,,
210358706,51665,,,
210362865,51291,,,
210375116,51708,,,
210386858,24310,,,
210388067,51573,,,
210388824,51315,,,
210411874,24308,,,
210415279,51694,,,
210428942,24404,,,
210430463,51521,,,
210465500,51623,,,
214702391,51725,,,
214722331,51783,,,
214736565,51550,,,
214739312,51481,,,
214749101,24366,,,
214757957,24396,,,
214776761,24175,,,
214779587,51462,,,
214807889,51639,,,
214814059,51716,,,
214822423,24296,,,
214824932,51339,,,
214840949,51430,,,
214848807,50911,,,
214849071,51226,,,
214852995,51714,,,
214863918,51568,,,
214869110,24406,,,
214888854,51545,,,
214897447,51432,,,
214898939,51671,,,
214901941,51461,,,
214908956,51523,,,
214916123,51421,,,
214959047,51596,,,
214985687,24416,,,
214987800,51272,,,
214994871,51702,,,
214998462,51254,,,
214998571,51225,,,
215005258,51713,,,
215007409,51516,,,
215027005,51719,,,
215030320,51718,,,
215033942,51633,,,
215035860,51423,,,
215037473,51222,,,
215062701,51517,,,
215073341,51535,,,
215076976,51525,,,
215086612,24395,,,
215124639,51518,,,
215136555,51569,,,
215153904,51785,,,
215170720,24425,,,
215182682,24286,,,
215191507,51793,,,
215202285,51469,,,
215217394,24399,,,
215223790,51352,,,
215232158,51476,,,
215241987,51682,,,
216022241,51511,,,
216031686,24239,,,
216083942,51672,,,
216122759,51689,,,
216127320,24264,,,
216134367,24412,,,
216473325,51781,,,
216527903,24402,,,
216549428,51602,,,
217618254,51812,,,
217640285,51835,,,
217649952,51800,,,
217733449,51816,,,
217811028,51802,,,
217843033,51829,,,
217856914,51797,,,
217888541,51795,,,
217927958,51806,,,
217961563,51805,,,
217987080,51794,,,
217994194,24435,,,
218101323,51798,,,
218139335,51834,,,
218154227,51807,,,
222638071,51919,,,
222638391,60711,,,
222719744,51876,,,
222738175,52038,,,
222757700,51922,,,
222763105,51224,,,
222763506,51862,,,
222772309,51488,,,
222781981,51948,,,
222808506,51954,,,
222819632,52004,,,
222820677,51852,,,
222822469,52003,,,
222832912,52032,,,
222848032,51875,,,
222849852,51974,,,
222854468,51899,,,
222861522,52002,,,
222880360,51984,,,
222884469,51889,,,
222889415,52018,,,
222890505,51842,,,
222895456,60702,,,
222896946,52019,,,
222901650,52000,,,
222901845,60507,,,
222906039,51995,,,
222906850,52028,,,
222909654,51896,,,
222912406,51914,,,
222914617,52017,,,
222924700,52023,,,
222926947,52006,,,
222927909,52005,,,
222933389,52001,,,
222935649,52027,,,
222946127,52024,,,
222960198,51904,,,
222999728,51916,,,
222999758,51846,,,
223018783,51859,,,
223018843,51976,,,
223036283,51864,,,
226990031,52134,,,
227019599,37870,,,
227022755,52163,,,
227072144,52129,,,
227080810,52184,,,
227142963,52132,,,
227172031,52120,,,
227172692,52113,,,
227218110,52234,,,
227218816,52100,,,
227219600,52174,,,
227288024,37664,,,
227302445,52177,,,
227305684,52112,,,
227310076,52153,,,
227330628,52109,,,
227333431,52014,,,
227381311,52225,,,
227383921,52057,,,
227523124,52107,,,
227524625,52108,,,
227539701,52182,,,
227553866,52035,,,
227578885,52159,,,
227583114,52106,,,
227642650,52031,,,
227667728,52172,,,
227667768,52122,,,
227744198,38365,,,
227765477,52101,,,
227826392,60700,,,
227870212,52121,,,
227878441,52157,,,
227912585,39273,,,
227913194,52175,,,
227930130,60606,,,
227938087,34246,,,
227952883,39352,,,
227953327,37871,,,
227977111,52138,,,
227996794,52152,,,
227996903,52185,,,
228005686,52133,,,
228010829,52148,,,
228021443,52103,,,
228041367,52156,,,
228085738,52272,,,
228135277,52099,,,
228138935,52224,,,
228141444,38243,,,
228177904,52037,,,
229926702,52207,,,
229929862,52296,,,
229965350,52223,,,
229976091,52110,,,
229981466,52216,,,
229985771,60504,,,
229990947,52220,,,
230008272,52290,,,
230012727,52295,,,
230027315,52178,,,
230035084,52300,,,
230044855,52241,,,
230071073,52219,,,
230081973,52294,,,
230164341,52301,,,
230182199,52227,,,
230183548,52270,,,
230202361,52186,,,
230272602,52202,,,
230283512,52421,,,
230298787,52383,,,
230304501,52217,,,
230309033,52425,,,
230309949,52218,,,
230327090,52424,,,
230334879,52418,,,
230339389,52419,,,
230344346,52305,,,
230365864,52276,,,
230371239,52336,,,
230373580,52190,,,
230382188,52222,,,
230404087,52189,,,
230407069,52139,,,
230418270,52203,,,
230439344,24446,,,
230442239,52291,,,
230443802,52271,,,
230444744,52283,,,
230467060,52206,,,
230473877,52267,,,
230503494,52015,,,
230510740,52188,,,
230513936,52176,,,
230526374,52095,,,
230530686,52128,,,
230534796,52232,,,
230548636,52173,,,
235283971,52437,,,
235348701,52462,,,
235624964,38767,,,
235766131,52480,,,
235810795,52478,,,
235837792,52447,,,
235877670,52434,,,
235963020,39456,,,
235990707,39292,,,
236087853,52479,,,
236101525,52451,,,
236166575,52543,,,
236325415,52452,,,
236330437,37768,,,
236340591,52481,,,
236389672,52435,,,
236400223,52426,,,
236509903,55325,,,
